名前,タイプ,分類,威力,PP,説明,効果
ミラータイプ,ノーマル,へんか,,15,相手のタイプを反射して自分も同じタイプになる。,User's type changes to match the target's.
かたきうち,ノーマル,ぶつり,70,5,倒れた味方のかたきを討つ。前のターンに味方が倒されていると威力があがる。,"Inflicts regular damage.  If a friendly Pok?mon fainted on the previous turn, this move has double power."
いのちがけ,かくとう,とくしゅ,,5,命懸けで相手を攻撃する。自分はひんしになるが相手にＨＰ分のダメージを与える。,Inflicts damage equal to the user's remaining HP.  User faints.
ギフトパス,ノーマル,へんか,,15,相手が道具を持っていないとき自分が持っている道具を相手にわたす。,"Transfers the user's held item to the target.  If the user has no held item, or the target already has a held item, this move will fail."
れんごく,ほのお,とくしゅ,100,5,激しい炎で相手を包みこみ攻撃する。やけど状態にする。,Inflicts regular damage.  Has a 100% chance to burn the target.
みずのちかい,みず,とくしゅ,80,10,水の柱で攻撃する。ほのおと組みあわせると威力があがって空ににじがかかる。,"Inflicts regular damage.  If a friendly Pok?mon used grass pledge earlier this turn, all opposing Pok?mon have halved Speed for four turns (including this one)."
ほのおのちかい,ほのお,とくしゅ,80,10,炎の柱で攻撃する。くさと組みあわせると威力があがって周りが火の海になる。,"Inflicts regular damage.  If a friendly Pok?mon used water pledge earlier this turn, moves used by any friendly Pok?mon have doubled effect chance for four turns (including this one)."
くさのちかい,くさ,とくしゅ,80,10,草の柱で攻撃する。みずと組みあわせると威力があがってあたりが湿原になる。,"Inflicts regular damage.  If a friendly Pok?mon used fire pledge earlier this turn, all opposing Pok?mon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one)."
ボルトチェンジ,でんき,とくしゅ,70,20,攻撃したあとものすごいスピードでもどってきて控えポケモンと入れ替わる。,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pok?mon from the party.  If the target faints from this attack, the user's trainer selects the new Pok?mon to send out first.  If the user is the last Pok?mon in its party that can battle, it will not switch out.

The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.

This move may be used even if the user is under the effect of ingrain.  ingrain's effect will end."
むしのていこう,むし,とくしゅ,50,20,抵抗して相手を攻撃する。相手の特攻をさげる。,Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.
じならし,じめん,ぶつり,60,20,地面を踏みならして自分の周りにいるものを攻撃する。相手の素早さをさげる。,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.
こおりのいぶき,こおり,とくしゅ,60,10,冷たい息を相手に吹きつけて攻撃する。必ず急所に当たる。,Inflicts regular damage.  Always scores a critical hit.
ドラゴンテール,ドラゴン,ぶつり,60,10,相手をはじきとばして控えのポケモンをひきずりだす。野生の場合は戦闘が終わる。,"Inflicts regular damage, then switches the target out for another of its trainer's Pok?mon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pok?mon, it will not be switched out.  If the target is a wild Pok?mon, the battle ends instead."
ふるいたてる,ノーマル,へんか,,30,自分を奮いたてて攻撃と特攻をあげる。,Raises the user's Attack and Special Attack by one stage each.
エレキネット,でんき,とくしゅ,55,15,電気のネットで相手を捕まえて攻撃する。相手の素早さをさげる。,Lowers the target's Speed by one stage.
ワイルドボルト,でんき,ぶつり,90,15,電気をまとって相手にぶつかって攻撃する。自分も少しダメージを受ける。,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.
ドリルライナー,じめん,ぶつり,80,10,ドリルのように体を回転しながら相手に体当たりする。急所に当たりやすい。,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
ダブルチョップ,ドラゴン,ぶつり,40,15,体の硬い部分で相手をたたいて攻撃する。２回連続でダメージを与える。,Inflicts regular damage.  Hits twice in one turn.
ハートスタンプ,エスパー,ぶつり,60,25,かわいいしぐさで油断させて強烈な一撃を浴びせる。相手をひるませることがある。,Inflicts regular damage.  Has a 30% chance to make the target flinch.
ウッドホーン,くさ,ぶつり,75,10,つのを突き刺して相手の養分を吸い取る。与えたダメージの半分のＨＰを回復できる。,Inflicts regular damage.  Drains half the damage inflicted to heal the user.
せいなるつるぎ,かくとう,ぶつり,90,15,長いつので切りつけ攻撃する。相手の能力変化に関係なくダメージを与える。,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion."
シェルブレード,みず,ぶつり,75,10,鋭い貝殻で切りつけて攻撃する。相手の防御をさげることがある。,Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage.
ヒートスタンプ,ほのお,ぶつり,,10,燃える体で相手にぶつかって攻撃する。自分が相手より重いほど威力があがる。,"Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to 2× the target's weight     |    40
Up to 3× the target's weight     |    60
Up to 4× the target's weight     |    80
Up to 5× the target's weight     |   100
More than 5× the target's weight |   120
"
